round,accuracy,G_mean,A_mean,D_positive_ratio,D_mean_positive,C_mean,alignment_valid_ratio,Gamma,hungarian_score,baseline_score,changed_pairs,Q_vs_Qint_assignment_equal,G_A_raw_pearson,G_A_interaction_pearson,G_A_within_row_spearman_mean,G_A_within_row_spearman_std,random_score_mean,random_score_std,random_score_p90,random_score_p95,random_score_p99,null_gamma_mean,null_gamma_std,null_gamma_p90,null_gamma_p95,null_gamma_p99,mean_reset_delta_norm,mean_active_reset_kernels,probe_seconds,reliability_probe_seconds,formal_training_seconds,matching_seconds,peak_gpu_memory_bytes,G_overall_std,G_mean_row_std,G_mean_col_std,G_interaction_std,G_interaction_overall_ratio,A_overall_std,A_mean_row_std,A_mean_col_std,A_interaction_std,A_interaction_overall_ratio,D_overall_std,D_mean_row_std,D_mean_col_std,D_interaction_std,D_interaction_overall_ratio,C_overall_std,C_mean_row_std,C_mean_col_std,C_interaction_std,C_interaction_overall_ratio,Q_overall_std,Q_mean_row_std,Q_mean_col_std,Q_interaction_std,Q_interaction_overall_ratio,without_G_overlap,without_A_overlap,without_D_overlap,without_C_overlap
11,33.19,-87.30674153447151,-87.44918901085853,0.98,89.2350669564033,0.0017488222969587654,1.0,1.1369848710789927,11.369848710789928,2.688749121830297,7,True,0.9999984124088453,0.9999954975485822,0.9939393939393938,0.014595872216717926,-0.03599807365258429,4.544364883906246,6.63032597690102,7.690329657124517,9.016936526541954,1.4909468037928801,0.059389750261728144,1.568112067229303,1.5869535895970934,1.6239558348889545,13.485126216684062,75.0,50.238081500006956,0.0,35.37742239999352,0.0003519000019878149,403261440,171.33795619639346,51.97670273451612,145.91647741021237,83.09580965668813,0.4849819123641282,171.33140328658084,52.143778482386935,145.86690223996453,83.1628030640015,0.4853914779703146,171.33080242236952,52.142011544915974,145.86622115004099,83.16229180340609,0.4853901962029692,0.007164701676323307,0.005351098784443652,0.0058333279191510245,0.004174880333258692,0.5827012096058556,3.110828752388644,0.9852989396264975,2.6919569350758126,1.3985620505336291,0.44957860488454915,0.8,0.8,0.8,0.5
12,33.56,-47.37871257305145,-47.48213029384613,1.0,47.48213029384613,0.0007472775347137445,1.0,1.11851791903301,11.185179190330098,1.8608514563447713,8,True,0.9999913040763427,0.9999265890721194,0.9987878787878787,0.003636363636363627,0.036380214794035186,3.131942972289297,3.878718191381222,4.959099201648,6.230883506735618,1.1977315565312272,0.0517964029051541,1.2626911740286364,1.2772077500567256,1.3019480503050547,13.268546140346015,75.0,48.915046399997664,0.0,37.79952860000776,0.0003378000110387802,403261440,48.54971745225624,14.019307326044938,47.37977618435929,14.862818673011917,0.3061360488375242,48.57695580116705,14.032096238474015,47.40237834974045,14.854866242884922,0.30580068260531135,48.57695580116705,14.032096238474015,47.40237834974045,14.854866242884922,0.30580068260531135,0.0039433171178433,0.0029357186252510123,0.003647779297854857,0.002689042236541726,0.6819239123259838,3.0304316251193195,0.881215155908181,2.9583961282763895,0.9162447557901374,0.3023479388861187,1.0,1.0,1.0,0.5
13,32.39,-129.63460592985155,-129.80921759843827,1.0,129.80921759843827,0.00011058143071476324,1.0,0.5568825117988805,5.568825117988805,-1.1862709947391414,10,True,0.999999540056225,0.9999971406390183,0.9915151515151515,0.02171693680868957,-0.003948965876962792,3.2126224191576753,2.8892219690640917,3.289681342520291,4.097892301090956,0.5822262906151827,0.017742469758573326,0.6040472664071278,0.6085912958869062,0.6184410936355305,13.133314730924747,75.0,50.5578089000046,0.0,38.308385800002725,0.0003277999931015074,403261440,310.50379534862367,44.22830124538182,290.81832262824594,103.18589330758516,0.33231765554340925,310.5808186766933,44.27437797822242,290.89307111624623,103.20533377543947,0.33229783543997155,310.5808186766933,44.27437797822242,290.89307111624623,103.20533377543947,0.33229783543997155,0.004753606918925864,0.003887858269494597,0.004230247413404195,0.003611781316135018,0.7597980602382547,3.051153875191956,0.4985897317066815,2.8777460407590794,0.9693039636425886,0.3176843919684671,1.0,1.0,1.0,0.1
14,35.43,-145.98903158545494,-146.18428480625153,1.0,146.18428480625153,0.00047429513285006657,1.0,1.1216347921811893,11.216347921811893,2.0737823825750676,9,True,0.9999986655519552,0.999995936633202,0.9951515151515149,0.01110927441201416,0.16440415583824464,4.597932618810988,5.372667233187187,6.3032382823353705,8.13019778854932,1.2192416608559298,0.03705536548851614,1.2662003279275353,1.27763247638187,1.2987123139562995,13.01170580246056,75.0,50.11319889999868,0.0,37.00899990000471,0.0004413999995449558,403261440,185.88192512364583,63.82257814438058,160.05303064512316,83.70852085981994,0.45033168665613027,185.9070454111404,63.88909241837591,160.04091468492612,83.74469149336116,0.4504653995665234,185.9070454111404,63.88909241837591,160.04091468492612,83.74469149336116,0.4504653995665234,0.005264110128397278,0.004153486263874252,0.004321228640070245,0.0031537800053661673,0.5991098074398329,3.050546006912957,1.064149034911504,2.6554919400500383,1.377732793912224,0.4516348190750416,1.0,1.0,1.0,0.8
15,34.05,-64.66531431257725,-64.86449293613434,1.0,64.86449293613434,0.001914512365763635,1.0,1.5534098905443376,15.534098905443376,1.4600244940865534,10,True,0.9999874975448902,0.9999737264567469,0.9987878787878787,0.003636363636363627,-0.05040785159564372,5.473367140449446,7.0211431754538625,8.378302405924174,11.15434450594627,1.8066496942438466,0.05096777028553884,1.8689123001082892,1.884450850688941,1.913336614792904,12.711495837962257,75.0,46.10175879999588,0.0,35.46866710000904,0.0005583000020124018,403261440,71.86828959433531,35.39892448452103,59.20562065813306,39.654801580710476,0.5517704930024672,71.94119774896951,35.56218889837389,59.24960578945055,39.73341681678914,0.5523040769412028,71.94119774896951,35.56218889837389,59.24960578945055,39.73341681678914,0.5523040769412028,0.0046513432732538055,0.004199505412567746,0.003472813410987121,0.0032675188720180577,0.7024892982650782,2.986985349321176,1.4750211681580359,2.4812569836154443,1.6226993076338807,0.5432565338837889,0.8,0.8,0.8,0.4
16,35.53,-117.601326277256,-117.84271562576293,1.0,117.84271562576293,0.0037978534086195665,1.0,1.1279020200207184,11.279020200207183,0.3172250743425242,10,True,0.9999984971037998,0.9999965062162883,0.9963636363636363,0.005554637206007063,0.2454497523066288,4.596936218940707,5.138800883067097,7.315863372843636,8.721594814192033,1.6394461922203623,0.08141859053182539,1.7393025835744085,1.7599138296460064,1.7949458161472722,12.57582850958902,75.0,47.47912709999946,0.0,38.90814299999329,0.0005827999993925914,403261440,181.61829979712425,61.8817614508154,151.4931065142956,85.2597657956743,0.469444796537096,181.60434026367295,61.93898682879042,151.44903862786106,85.26958566296756,0.4695349546115687,181.60434026367295,61.93898682879042,151.44903862786106,85.26958566296756,0.4695349546115687,0.005637347710152075,0.0050201977785196295,0.0038782947258566036,0.0036665782140542654,0.6504083839730642,3.049412203418213,1.1211317153081972,2.5352873074719913,1.416331888083573,0.46446062178669956,1.0,1.0,1.0,0.4
17,33.71,-126.43076412081719,-126.63971175670623,1.0,126.63971175670623,0.00021179645177369567,1.0,1.4831438992230035,14.831438992230035,5.452245997229249,9,True,0.999998086459863,0.9999946384163024,0.9963636363636363,0.005554637206007063,-0.11002104411368126,4.616937582216821,5.581546813276232,7.029017697939158,9.33067733061405,1.8114607189500507,0.05463300099498435,1.880482735489542,1.8947883486879897,1.9154664743188743,12.40903312466126,75.0,46.52371529999073,0.0,32.55786960000114,0.0005887999868718907,403261440,124.47575305727085,63.18301347320668,104.73925568308235,59.66935796130523,0.479365310076506,124.5500573906548,63.281720146792644,104.77879241769203,59.664421591578176,0.47903969569792343,124.5500573906548,63.281720146792644,104.77879241769203,59.664421591578176,0.47903969569792343,0.003363187691443282,0.002978786918670743,0.003127307912826855,0.0027971092995996124,0.8316839725347763,3.0700049948859167,1.5346908289570813,2.618938554606159,1.4558220839115303,0.4742083763175211,0.7,0.7,0.7,0.7
18,39.85,-73.11362695813179,-73.29659873723983,1.0,73.29659873723983,0.0021566898398260436,1.0,2.158319798205577,21.58319798205577,1.5527211113553552,10,True,0.9999717622001628,0.999967830989317,0.9975757575757574,0.0048484848484848355,0.19223753191203494,7.094915026263541,8.861937915617942,10.720580822254817,14.210844166086767,2.9077194917633524,0.12655254765205134,3.060424784676982,3.095248244745681,3.144574950148257,12.213111371472198,75.0,45.01766040000075,0.0,35.204243999993196,0.0005711999983759597,403261440,35.04310113508292,26.039511672816122,29.71839354304052,23.368621348898927,0.6668536913676213,35.089226776127994,26.107614087539027,29.735197964223083,23.348274440590867,0.6653972340158614,35.089226776127994,26.107614087539027,29.735197964223083,23.348274440590867,0.6653972340158614,0.00398584745286847,0.0033093281959869097,0.003369015212444782,0.002782699465124357,0.698144998781062,3.0800410750767355,2.2560016762435806,2.6183897780549286,2.0259078694349455,0.6577535234280837,1.0,1.0,1.0,1.0
19,36.49,-44.792350912094115,-44.87212434530258,1.0,44.87212434530258,9.742650266654822e-05,1.0,1.6488986199199822,16.48898619919982,3.4773919808178664,10,True,0.9999842084029004,0.9999558770648084,0.9987878787878787,0.003636363636363627,-0.1814699066898344,4.884222534866297,6.272506774672406,7.846652615065749,10.041757590467888,1.8476722375214336,0.07314303570380408,1.9359234416919808,1.9499309806048892,1.983710499467415,12.04466508370298,75.0,45.377530900004786,0.0,31.555763500000467,0.0005586000042967498,403261440,38.33421067629304,17.853710550666992,34.0996653105804,19.14921383907834,0.4995332759237105,38.378765167059754,17.9480381632634,34.132579259600966,19.21955844486823,0.5007862645191162,38.378765167059754,17.9480381632634,34.132579259600966,19.21955844486823,0.5007862645191162,0.003663681167614211,0.0028407114180648988,0.003294835704791723,0.0025802600453944573,0.704280729503196,3.074524551859349,1.3850444361544059,2.754943334132557,1.4924235248981441,0.48541603741482114,1.0,1.0,1.0,1.0
20,36.67,-68.768668166399,-68.92261038303376,0.99,69.62586702000011,0.0022355130680364677,1.0,1.6061135414665881,16.06113541466588,-0.2939379168460191,7,True,0.9999904486784272,0.999976862914006,0.9999999999999998,1.1102230246251565e-16,-0.05947204733906288,4.8475485582509155,6.141124532399832,7.813065320005754,9.847346260710918,1.7294313475409275,0.0604702758323594,1.8066431022500953,1.826613407967832,1.8526762694694656,11.812352945731732,75.0,44.60893770000257,89.89003669998783,31.385555900007603,0.00041190000774804503,403261440,51.002602947664435,26.83897233079991,45.72563715232438,24.737122653384194,0.4850168662718612,51.0879738031386,26.947966352060615,45.77159888399371,24.798672008947868,0.4854111479250789,51.078483580769394,26.939913101116453,45.76235463425813,24.795892090926014,0.4854469113539121,0.0034959967712320937,0.002924809487796891,0.0031104916978126956,0.002746809394783644,0.7857013534413495,3.0348197781496595,1.5497895915346516,2.749716369517837,1.433078604270928,0.4722120946320843,1.0,1.0,1.0,0.8
21,32.68,-80.02365642428398,-80.2422884953022,1.0,80.2422884953022,0.0019441510265825346,1.0,0.7622718949501899,7.622718949501899,0.004863690966850243,8,True,0.9999966631729483,0.9999650453233089,0.9987878787878787,0.003636363636363627,-0.014762478736051016,2.396064172339418,3.016731633895752,3.6849584651692524,4.838516245713973,0.9698528544399976,0.04774900363718673,1.0256888503281965,1.0351826041825651,1.0550038435049254,11.78898803367082,75.0,44.39531249999709,0.0,35.144659199999296,0.0003324999997857958,403261440,108.60362514776438,22.46996497946556,105.44828256904391,25.54740670290988,0.23523530331653736,108.66918610979049,22.53953391132947,105.50899697639356,25.52428017730014,0.23488056818160477,108.66918610979049,22.53953391132947,105.50899697639356,25.52428017730014,0.23488056818160477,0.0046844698955242495,0.0043691347078953615,0.0035002699152271908,0.0032680355358745035,0.6976318791154853,3.043815293757404,0.6314304270329811,2.9553248980283895,0.7250616132054944,0.23820815103088933,1.0,1.0,1.0,0.6
22,37.27,-242.0579332947731,-242.2978650444746,1.0,242.2978650444746,0.002938469555714821,1.0,0.7483069251555742,7.483069251555742,5.099586199411912,7,True,0.9999996489568743,0.9999974108734587,0.9987878787878787,0.003636363636363627,0.0873901450883465,2.613931150951736,3.439332253862767,4.125168176454857,5.1349406140751785,0.8480382637499809,0.03906011298903461,0.895918999187212,0.9061314585699295,0.9200876348118209,11.583319486629232,75.0,45.48775710001064,0.0,40.03501479999977,0.000337799996486865,403261440,419.9893525507081,69.41043348957723,403.3210276706747,110.13185726808766,0.26222535547443604,420.035080567613,69.52079575135463,403.3404864223172,110.14205151288532,0.26222107773485304,420.035080567613,69.52079575135463,403.3404864223172,110.14205151288532,0.26222107773485304,0.004014828452534521,0.0037046748826830844,0.003127384198972722,0.0028870922212965583,0.7191072434175776,3.061548473352776,0.5584048011914001,2.9550065407628234,0.7862016627674004,0.2567986983091638,1.0,1.0,1.0,0.4
