candidate,round,source_replicate,heldout_replicate,cross_score,baseline_score,cross_minus_baseline,random_mean,random_std,random_p90,random_p95,cross_percentile,cross_minus_baseline_random_std,cross_above_baseline,cross_above_random_p90,heldout_G,baseline_G,G_vs_baseline,random_G_mean,random_G_std,random_G_p90,random_G_p95,G_quality_percentile,heldout_A,baseline_A,A_vs_baseline,random_A_mean,random_A_std,random_A_p90,random_A_p95,A_quality_percentile,heldout_adapted_loss,baseline_adapted_loss,adapted_loss_vs_baseline,random_adapted_loss_mean,random_adapted_loss_std,random_adapted_loss_p90,random_adapted_loss_p95,adapted_loss_quality_percentile
G,1,1,2,1.8284972455243511,0.07722165737133169,1.7512755881530193,0.021728691052147028,0.6748484225846628,0.9325800833749949,1.182969876364294,100.0,2.5950650983900223,True,True,0.9129707396030426,0.7780006468296051,0.13497009277343752,0.7737238266289235,0.05201029170989695,0.8439227706193925,0.8632202094793319,100.0,0.8372408449649811,0.7373089611530304,0.09993188381195073,0.7532303197205067,0.03792999946030705,0.8030030864477158,0.8176752629876136,99.1,1.7483175933361053,1.848249477148056,-0.09993188381195073,1.8323281185805798,0.03792999946030705,1.8812756192684172,1.8947185817360879,99.1
A,1,1,2,1.0337443888281395,-0.19041493800730425,1.2241593268354438,0.019915835827472434,0.5010782279808694,0.6774441803631572,0.87127250427147,98.2,2.443050323236516,True,True,0.9014783799648285,0.7780006468296051,0.12347773313522337,0.7737238266289235,0.05201029170989695,0.8439227706193925,0.8632202094793319,99.9,0.8299738585948944,0.7373089611530304,0.09266489744186401,0.7532303197205067,0.03792999946030705,0.8030030864477158,0.8176752629876136,98.2,1.755584579706192,1.848249477148056,-0.09266489744186401,1.8323281185805798,0.03792999946030705,1.8812756192684172,1.8947185817360879,98.2
C,1,1,2,5.704231023471916,2.125346614590814,3.578884408881102,0.043872868977556295,2.116010360999721,2.7531847553561657,3.5583225135651966,99.8,1.6913359569705688,True,True,0.7813868641853332,0.7780006468296051,0.003386217355728083,0.7737238266289235,0.05201029170989695,0.8439227706193925,0.8632202094793319,56.0,0.7099827289581299,0.7373089611530304,-0.02732623219490049,0.7532303197205067,0.03792999946030705,0.8030030864477158,0.8176752629876136,12.6,1.8755757093429566,1.848249477148056,0.0273262321949006,1.8323281185805798,0.03792999946030705,1.8812756192684172,1.8947185817360879,12.6
G+C,1,1,2,3.676758940749975,0.6085583110190349,3.06820062973094,0.032696908296535994,1.0238649289229926,1.3642643157141974,1.7314904749237876,100.0,2.996684956245539,True,True,0.9325114369392395,0.7780006468296051,0.15451079010963442,0.7737238266289235,0.05201029170989695,0.8439227706193925,0.8632202094793319,100.0,0.835738742351532,0.7373089611530304,0.09842978119850165,0.7532303197205067,0.03792999946030705,0.8030030864477158,0.8176752629876136,99.0,1.7498196959495544,1.848249477148056,-0.09842978119850154,1.8323281185805798,0.03792999946030705,1.8812756192684172,1.8947185817360879,99.0
A+C,1,1,2,2.513660956297181,0.3409217156403992,2.1727392406567816,0.030884053071861525,0.8110102519148353,1.0845632708639772,1.4100304247191087,100.0,2.6790527438177714,True,True,0.9096116304397583,0.7780006468296051,0.13161098361015322,0.7737238266289235,0.05201029170989695,0.8439227706193925,0.8632202094793319,99.9,0.8199546456336975,0.7373089611530304,0.08264568448066711,0.7532303197205067,0.03792999946030705,0.8030030864477158,0.8176752629876136,95.7,1.7656037926673889,1.848249477148056,-0.08264568448066711,1.8323281185805798,0.03792999946030705,1.8812756192684172,1.8947185817360879,95.7
G+A,1,1,2,2.713124978424398,-0.11319328063597345,2.8263182590603715,0.04164452687961949,1.1528587037190647,1.6065563818461697,2.0171381780451516,99.5,2.451573857180251,True,True,0.9014783799648285,0.7780006468296051,0.12347773313522337,0.7737238266289235,0.05201029170989695,0.8439227706193925,0.8632202094793319,99.9,0.8299738585948944,0.7373089611530304,0.09266489744186401,0.7532303197205067,0.03792999946030705,0.8030030864477158,0.8176752629876136,98.2,1.755584579706192,1.848249477148056,-0.09266489744186401,1.8323281185805798,0.03792999946030705,1.8812756192684172,1.8947185817360879,98.2
Full,1,2,0,2.7822373291894906,3.1245949115802425,-0.34235758239075187,0.018506065800497837,1.376927165352666,1.7576687361563184,2.3593845442662538,97.4,-0.24863884670549397,False,True,0.6941786646842957,0.6858639121055603,0.008314752578735374,0.6105328284144401,0.046058357509265895,0.6690560150146484,0.6843337815999985,96.7,0.6106952786445617,0.6419785499572754,-0.03128327131271369,0.5816261760473251,0.03426676254637284,0.6253243112564086,0.6392201215028763,80.3,1.9976974844932556,1.966414213180542,0.03128327131271358,2.0267665870904925,0.03426676254637284,2.0698747086524962,2.0828036606311797,80.3
G,1,2,0,1.0924347031856745,0.7959917682980442,0.2964429348876303,0.015355019404156761,0.4772909760976126,0.6218158305856396,0.7801354173109417,99.0,0.6210947822885375,True,True,0.7144705176353454,0.6858639121055603,0.028606605529785112,0.6105328284144401,0.046058357509265895,0.6690560150146484,0.6843337815999985,99.0,0.6161114335060119,0.6419785499572754,-0.025867116451263494,0.5816261760473251,0.03426676254637284,0.6253243112564086,0.6392201215028763,84.1,1.9922813296318054,1.966414213180542,0.025867116451263383,2.0267665870904925,0.03426676254637284,2.0698747086524962,2.0828036606311797,84.1
A,1,2,0,0.21278965395503824,0.6350858612951844,-0.42229620734014617,0.0038746528887110745,0.35838796709714227,0.4609031166172524,0.6062361103209806,72.8,-1.1783213894167417,False,False,0.6205564260482788,0.6858639121055603,-0.06530748605728154,0.6105328284144401,0.046058357509265895,0.6690560150146484,0.6843337815999985,58.1,0.6016012907028199,0.6419785499572754,-0.040377259254455566,0.5816261760473251,0.03426676254637284,0.6253243112564086,0.6392201215028763,72.8,2.0067914724349976,1.966414213180542,0.040377259254455566,2.0267665870904925,0.03426676254637284,2.0698747086524962,2.0828036606311797,72.8
C,1,2,0,6.782391123840429,2.2378762859465766,4.5445148378938525,0.03557281518370587,1.9353670053746383,2.586060140936222,3.231137665781777,100.0,2.3481411149789384,True,True,0.6592233657836915,0.6858639121055603,-0.026640546321868852,0.6105328284144401,0.046058357509265895,0.6690560150146484,0.6843337815999985,84.6,0.6005038976669311,0.6419785499572754,-0.041474652290344305,0.5816261760473251,0.03426676254637284,0.6253243112564086,0.6392201215028763,71.9,2.0078888654708864,1.966414213180542,0.041474652290344416,2.0267665870904925,0.03426676254637284,2.0698747086524962,2.0828036606311797,71.9
G+C,1,2,0,2.5748444905354653,1.3554608397846881,1.2193836507507771,0.024248223200083047,0.7923953133366488,1.0441048915367623,1.3127128470400435,100.0,1.5388577269799204,True,True,0.6946276903152466,0.6858639121055603,0.008763778209686324,0.6105328284144401,0.046058357509265895,0.6690560150146484,0.6843337815999985,96.7,0.6103866338729859,0.6419785499572754,-0.03159191608428957,0.5816261760473251,0.03426676254637284,0.6253243112564086,0.6392201215028763,80.1,1.9980061292648315,1.966414213180542,0.03159191608428946,2.0267665870904925,0.03426676254637284,2.0698747086524962,2.0828036606311797,80.1
A+C,1,2,0,2.15039384742503,1.1945549327818283,0.9558389146432016,0.012767856684637528,0.627230407607618,0.80068055425789,1.0606822721513924,100.0,1.523903980180046,True,True,0.7084102630615234,0.6858639121055603,0.022546350955963135,0.6105328284144401,0.046058357509265895,0.6690560150146484,0.6843337815999985,98.7,0.6220026731491088,0.6419785499572754,-0.019975876808166593,0.5816261760473251,0.03426676254637284,0.6253243112564086,0.6392201215028763,87.9,1.9863900899887086,1.966414213180542,0.019975876808166593,2.0267665870904925,0.03426676254637284,2.0698747086524962,2.0828036606311797,87.9
G+A,1,2,0,1.2301975107590213,1.431077629593228,-0.20088011883420664,0.019229672292867518,0.8124184578859628,1.0853043103468094,1.371833441100036,93.7,-0.24726188441967145,False,True,0.6938340306282044,0.6858639121055603,0.007970118522644065,0.6105328284144401,0.046058357509265895,0.6690560150146484,0.6843337815999985,96.7,0.6148747324943542,0.6419785499572754,-0.02710381746292123,0.5816261760473251,0.03426676254637284,0.6253243112564086,0.6392201215028763,83.4,1.9935180306434632,1.966414213180542,0.02710381746292123,2.0267665870904925,0.03426676254637284,2.0698747086524962,2.0828036606311797,83.4
Full,1,2,1,3.7977712110320985,1.7552614698530573,2.042509741179041,0.019951774702621817,2.12354179699652,2.8025798144393677,3.4541877999442434,96.5,0.9618410826986837,True,True,0.33423577547073363,0.25835002660751344,0.07588574886322019,0.21132130080461503,0.064000753617432,0.29985401034355164,0.31667745828628535,97.7,0.25016911029815675,0.2253114700317383,0.024857640266418457,0.18979854592084885,0.05068952905354113,0.25812018275260923,0.2720450061559677,87.0,2.3687598943710326,2.393617534637451,-0.024857640266418457,2.4291304587483404,0.05068952905354112,2.4951462829113007,2.510131273269653,87.0
G,1,2,1,1.6870367824350612,0.4739572041489136,1.2130795782861474,0.005244517675041085,0.6378647231503377,0.8876074441706711,1.0552786567406296,99.7,1.9017818892615541,True,True,0.3800655007362366,0.25835002660751344,0.12171547412872313,0.21132130080461503,0.064000753617432,0.29985401034355164,0.31667745828628535,99.7,0.2930633306503296,0.2253114700317383,0.06775186061859129,0.18979854592084885,0.05068952905354113,0.25812018275260923,0.2720450061559677,98.3,2.3258656740188597,2.393617534637451,-0.0677518606185914,2.4291304587483404,0.05068952905354112,2.4951462829113007,2.510131273269653,98.3
A,1,2,1,0.5540231628794414,0.36032706878713106,0.19369609409231037,0.003280441047840588,0.5096320808094211,0.6901855789136508,0.8301856313596204,83.7,0.38007044961665937,True,False,0.2650488615036011,0.25835002660751344,0.006698834896087635,0.21132130080461503,0.064000753617432,0.29985401034355164,0.31667745828628535,77.7,0.24457706212997438,0.2253114700317383,0.019265592098236084,0.18979854592084885,0.05068952905354113,0.25812018275260923,0.2720450061559677,83.7,2.374351942539215,2.393617534637451,-0.019265592098236084,2.4291304587483404,0.05068952905354112,2.4951462829113007,2.510131273269653,83.7
C,1,2,1,6.109183622130021,2.075112732698405,4.034070889431616,0.03773909114695048,1.9964443118677682,2.570518604822198,3.272867247234137,99.8,2.0206278058703036,True,True,0.3133631944656372,0.25835002660751344,0.05501316785812377,0.21132130080461503,0.064000753617432,0.29985401034355164,0.31667745828628535,94.3,0.2649973392486572,0.2253114700317383,0.03968586921691891,0.18979854592084885,0.05068952905354113,0.25812018275260923,0.2720450061559677,93.2,2.3539316654205322,2.393617534637451,-0.039685869216918856,2.4291304587483404,0.05068952905354112,2.4951462829113007,2.510131273269653,93.2
G+C,1,2,1,3.075024786673589,0.9927353873235147,2.082289399350074,0.01467929046177867,0.9492635878688899,1.2164604716733456,1.5601809427538778,99.9,2.193583980214435,True,True,0.35962740182876585,0.25835002660751344,0.10127737522125241,0.21132130080461503,0.064000753617432,0.29985401034355164,0.31667745828628535,98.9,0.278898811340332,0.2253114700317383,0.05358734130859372,0.18979854592084885,0.05068952905354113,0.25812018275260923,0.2720450061559677,96.7,2.3400301933288574,2.393617534637451,-0.05358734130859366,2.4291304587483404,0.05068952905354112,2.4951462829113007,2.510131273269653,96.7
A+C,1,2,1,2.5281809656551086,0.8791052519617324,1.6490757136933762,0.012715213834578241,0.8033067760154425,1.0001476821574775,1.3132251556990886,99.9,2.0528592101178478,True,True,0.3678857207298279,0.25835002660751344,0.10953569412231445,0.21132130080461503,0.064000753617432,0.29985401034355164,0.31667745828628535,99.3,0.28307394981384276,0.2253114700317383,0.05776247978210447,0.18979854592084885,0.05068952905354113,0.25812018275260923,0.2720450061559677,97.3,2.3358550548553465,2.393617534637451,-0.05776247978210458,2.4291304587483404,0.05068952905354112,2.4951462829113007,2.510131273269653,97.3
G+A,1,2,1,2.578791134151998,0.8342842729360447,1.744506861215953,0.008524958722881809,1.1347008751246443,1.5620928486700834,1.8539840082683463,99.0,1.5374156303742368,True,True,0.36644662618637086,0.25835002660751344,0.10809659957885742,0.21132130080461503,0.064000753617432,0.29985401034355164,0.31667745828628535,99.3,0.2916692018508911,0.2253114700317383,0.06635773181915283,0.18979854592084885,0.05068952905354113,0.25812018275260923,0.2720450061559677,98.3,2.3272598028182983,2.393617534637451,-0.06635773181915283,2.4291304587483404,0.05068952905354112,2.4951462829113007,2.510131273269653,98.3
Full,10,0,1,10.849686281266717,-0.4466250275118506,11.296311308778566,-0.0591897442676661,4.481988173439814,5.478363014410793,7.4579324088411685,99.7,2.5203795439979775,True,True,-22.738674998283386,-38.871933257579805,16.13325825929642,-39.24052244722843,7.314455669478296,-30.220050131082534,-26.85171038091183,99.3,-22.74564970731735,-38.8922882437706,16.14663853645325,-39.31566802229881,7.341023645711857,-30.236076762676237,-26.868665215969084,99.3,24.52918734550476,40.675825881958005,-16.146638536453246,41.09920566048621,7.341023645711857,51.45148513317108,53.47963738203048,99.3
G,10,0,1,3.470195370425361,0.06270152584370003,3.407493844581661,-0.012876480207028793,1.4998051770661176,1.8367418223265028,2.5274088553504295,99.4,2.2719576493577103,True,True,-22.253799748420715,-38.871933257579805,16.61813350915909,-39.24052244722843,7.314455669478296,-30.220050131082534,-26.85171038091183,99.4,-22.27739633321762,-38.8922882437706,16.61489191055298,-39.31566802229881,7.341023645711857,-30.236076762676237,-26.868665215969084,99.3,24.060933971405028,40.675825881958005,-16.614891910552977,41.09920566048621,7.341023645711857,51.45148513317108,53.47963738203048,99.3
A,10,0,1,3.476400926450181,0.07373737261245061,3.4026635538377303,-0.012969116336467976,1.5034123448771424,1.8464949373079897,2.536127382853728,99.3,2.2632936103207224,True,True,-22.253799748420715,-38.871933257579805,16.61813350915909,-39.24052244722843,7.314455669478296,-30.220050131082534,-26.85171038091183,99.4,-22.27739633321762,-38.8922882437706,16.61489191055298,-39.31566802229881,7.341023645711857,-30.236076762676237,-26.868665215969084,99.3,24.060933971405028,40.675825881958005,-16.614891910552977,41.09920566048621,7.341023645711857,51.45148513317108,53.47963738203048,99.3
C,10,0,1,7.201838050462041,-2.627205194321804,9.829043244783845,-0.08150012555080442,1.9364012821416012,2.4074371417411653,3.1470414868254357,100.0,5.075933038999654,True,True,-39.28381695747375,-38.871933257579805,-0.4118836998939486,-39.24052244722843,7.314455669478296,-30.220050131082534,-26.85171038091183,47.6,-39.49022287130356,-38.8922882437706,-0.5979346275329576,-39.31566802229881,7.341023645711857,-30.236076762676237,-26.868665215969084,47.0,41.27376050949097,40.675825881958005,0.5979346275329647,41.09920566048621,7.341023645711857,51.45148513317108,53.47963738203048,47.0
G+C,10,0,1,4.260724280531262,-0.594099772736751,4.854824053268013,-0.03325151159472988,1.5281851086140643,1.9170627105274918,2.471799135672721,100.0,3.176856014302437,True,True,-21.181548643112183,-38.871933257579805,17.69038461446762,-39.24052244722843,7.314455669478296,-30.220050131082534,-26.85171038091183,99.8,-21.208202922344206,-38.8922882437706,17.684085321426394,-39.31566802229881,7.341023645711857,-30.236076762676237,-26.868665215969084,99.8,22.991740560531618,40.675825881958005,-17.684085321426387,41.09920566048621,7.341023645711857,51.45148513317108,53.47963738203048,99.8
A+C,10,0,1,4.266034802925974,-0.5830639259679999,4.849098728893974,-0.033344147724169076,1.5300342797571735,1.909258848097232,2.472177036396327,100.0,3.1692745666218394,True,True,-21.181548643112183,-38.871933257579805,17.69038461446762,-39.24052244722843,7.314455669478296,-30.220050131082534,-26.85171038091183,99.8,-21.208202922344206,-38.8922882437706,17.684085321426394,-39.31566802229881,7.341023645711857,-30.236076762676237,-26.868665215969084,99.8,22.991740560531618,40.675825881958005,-17.684085321426387,41.09920566048621,7.341023645711857,51.45148513317108,53.47963738203048,99.8
G+A,10,0,1,6.946596296875542,0.13643889845614998,6.810157398419392,-0.025845596543496743,3.0031979492862337,3.6744235200037787,5.063536238204157,99.3,2.267635205344341,True,True,-22.253799748420715,-38.871933257579805,16.61813350915909,-39.24052244722843,7.314455669478296,-30.220050131082534,-26.85171038091183,99.4,-22.27739633321762,-38.8922882437706,16.61489191055298,-39.31566802229881,7.341023645711857,-30.236076762676237,-26.868665215969084,99.3,24.060933971405028,40.675825881958005,-16.614891910552977,41.09920566048621,7.341023645711857,51.45148513317108,53.47963738203048,99.3
Full,10,0,2,9.312441875599976,-4.613435626136613,13.92587750173659,0.17076553062523062,4.8872635854941775,6.675155794801949,8.1059251706946,97.3,2.8494222294598153,True,True,-29.694506096839905,-49.4017391204834,19.707233023643493,-43.12666501841546,7.521809477644931,-33.30903483510017,-30.38254898309708,96.3,-29.682229936122894,-49.42516988515854,19.742939949035645,-43.19831385917664,7.536858908611702,-33.39799082517624,-30.384073123931888,96.4,31.421563053131102,51.16450300216675,-19.742939949035645,44.93764697618485,7.536858908611702,55.02877411365509,58.28461125850677,96.4
G,10,0,2,3.3250009211163163,-1.3198534587125659,4.644854379828882,0.05686613914731512,1.6502470490076524,2.2108046676910047,2.8528608983870836,98.5,2.8146418335497008,True,True,-28.23053950071335,-49.4017391204834,21.17119961977005,-43.12666501841546,7.521809477644931,-33.30903483510017,-30.38254898309708,98.5,-28.232011115550996,-49.42516988515854,21.193158769607543,-43.19831385917664,7.536858908611702,-33.39799082517624,-30.384073123931888,98.5,29.971344232559204,51.16450300216675,-21.193158769607543,44.93764697618485,7.536858908611702,55.02877411365509,58.28461125850677,98.5
A,10,0,2,3.338932859807614,-1.308222081788272,4.647154941595886,0.05717913406284581,1.6526536464915293,2.2061565522853543,2.867036918971739,98.5,2.8119351876671064,True,True,-28.23053950071335,-49.4017391204834,21.17119961977005,-43.12666501841546,7.521809477644931,-33.30903483510017,-30.38254898309708,98.5,-28.232011115550996,-49.42516988515854,21.193158769607543,-43.19831385917664,7.536858908611702,-33.39799082517624,-30.384073123931888,98.5,29.971344232559204,51.16450300216675,-21.193158769607543,44.93764697618485,7.536858908611702,55.02877411365509,58.28461125850677,98.5
C,10,0,2,8.55047075251273,-2.708552015390019,11.25902276790275,-0.0018355065911039646,1.9078727279461636,2.3551591155627123,3.098542044550276,100.0,5.901348975213433,True,True,-40.567231965065005,-49.4017391204834,8.834507155418393,-43.12666501841546,7.521809477644931,-33.30903483510017,-30.38254898309708,61.4,-40.73794654607773,-49.42516988515854,8.68722333908081,-43.19831385917664,7.536858908611702,-33.39799082517624,-30.384073123931888,61.3,42.47727966308594,51.16450300216675,-8.68722333908081,44.93764697618485,7.536858908611702,55.02877411365509,58.28461125850677,61.3
G+C,10,0,2,3.3748924850445796,-1.9969914625600715,5.371883947604651,0.0564072624995391,1.6296596914428052,2.151077831396967,2.656129691491205,98.6,3.2963225241514684,True,True,-31.734159648418427,-49.4017391204834,17.667579472064972,-43.12666501841546,7.521809477644931,-33.30903483510017,-30.38254898309708,92.8,-31.733210217952728,-49.42516988515854,17.69195966720581,-43.19831385917664,7.536858908611702,-33.39799082517624,-30.384073123931888,93.0,33.47254333496094,51.16450300216675,-17.691959667205808,44.93764697618485,7.536858908611702,55.02877411365509,58.28461125850677,93.0
A+C,10,0,2,3.3897714351075674,-1.9853600856357767,5.375131520743344,0.05672025741506973,1.6299068532396468,2.1269900772377968,2.648252241321295,98.7,3.2978151543197622,True,True,-31.734159648418427,-49.4017391204834,17.667579472064972,-43.12666501841546,7.521809477644931,-33.30903483510017,-30.38254898309708,92.8,-31.733210217952728,-49.42516988515854,17.69195966720581,-43.19831385917664,7.536858908611702,-33.39799082517624,-30.384073123931888,93.0,33.47254333496094,51.16450300216675,-17.691959667205808,44.93764697618485,7.536858908611702,55.02877411365509,58.28461125850677,93.0
G+A,10,0,2,6.663933780923929,-2.6280755405008387,9.292009321424768,0.11404527321016074,3.3028767674923047,4.417587173074536,5.719897817358823,98.5,2.8133079056654258,True,True,-28.23053950071335,-49.4017391204834,21.17119961977005,-43.12666501841546,7.521809477644931,-33.30903483510017,-30.38254898309708,98.5,-28.232011115550996,-49.42516988515854,21.193158769607543,-43.19831385917664,7.536858908611702,-33.39799082517624,-30.384073123931888,98.5,29.971344232559204,51.16450300216675,-21.193158769607543,44.93764697618485,7.536858908611702,55.02877411365509,58.28461125850677,98.5
Full,10,1,0,10.299501937409964,-1.5387654888314986,11.838267426241462,0.08120728507124647,4.499459705178854,5.597249194567766,6.876968839350405,99.7,2.6310419921342287,True,True,-23.474936425685883,-36.31671909093857,12.841782665252687,-34.904051766741276,5.027479300002279,-28.678121129274366,-27.39866851568222,99.7,-23.47491866350174,-36.370514595508574,12.895595932006835,-35.003608154249186,5.0534511372118445,-28.749683728218077,-27.474428827762605,99.7,25.276999759674073,38.17259569168091,-12.895595932006838,36.80568925042152,5.0534511372118445,44.00294301986694,46.12550501346588,99.7
G,10,1,0,3.481321946801154,-0.40246792490369776,3.8837898717048516,0.024770503655853007,1.5204799594052656,1.9077027243636324,2.2946525140872147,99.7,2.5543183569640684,True,True,-23.474936425685883,-36.31671909093857,12.841782665252687,-34.904051766741276,5.027479300002279,-28.678121129274366,-27.39866851568222,99.7,-23.47491866350174,-36.370514595508574,12.895595932006835,-35.003608154249186,5.0534511372118445,-28.749683728218077,-27.474428827762605,99.7,25.276999759674073,38.17259569168091,-12.895595932006838,36.80568925042152,5.0534511372118445,44.00294301986694,46.12550501346588,99.7
A,10,1,0,3.5058086034740636,-0.3881867260038281,3.8939953294778915,0.02456870818950693,1.525956243496017,1.913023699666822,2.2981037419114934,99.7,2.5518394423660653,True,True,-23.474936425685883,-36.31671909093857,12.841782665252687,-34.904051766741276,5.027479300002279,-28.678121129274366,-27.39866851568222,99.7,-23.47491866350174,-36.370514595508574,12.895595932006835,-35.003608154249186,5.0534511372118445,-28.749683728218077,-27.474428827762605,99.7,25.276999759674073,38.17259569168091,-12.895595932006838,36.80568925042152,5.0534511372118445,44.00294301986694,46.12550501346588,99.7
C,10,1,0,7.516775800150502,-1.4396964476805791,8.956472247831082,0.029197460145517728,1.835629994257483,2.5808410316104506,3.0711340771385336,100.0,4.87923616189002,True,True,-37.723222768306734,-36.31671909093857,-1.406503677368164,-34.904051766741276,5.027479300002279,-28.678121129274366,-27.39866851568222,26.5,-37.990108692646025,-36.370514595508574,-1.6195940971374512,-35.003608154249186,5.0534511372118445,-28.749683728218077,-27.474428827762605,25.8,39.79218978881836,38.17259569168091,1.6195940971374512,36.80568925042152,5.0534511372118445,44.00294301986694,46.12550501346588,25.8
G+C,10,1,0,4.103667543428944,-0.7623920368238428,4.866059580252787,0.03206986869223242,1.4958308759702212,1.7859619967191267,2.2368331628665836,100.0,3.253081386688571,True,True,-23.799624538421632,-36.31671909093857,12.517094552516937,-34.904051766741276,5.027479300002279,-28.678121129274366,-27.39866851568222,99.4,-23.908316433429718,-36.370514595508574,12.462198162078856,-35.003608154249186,5.0534511372118445,-28.749683728218077,-27.474428827762605,99.4,25.71039752960205,38.17259569168091,-12.46219816207886,36.80568925042152,5.0534511372118445,44.00294301986694,46.12550501346588,99.4
A+C,10,1,0,4.095480703943409,-0.7481108379239728,4.843591541867381,0.03186807322588635,1.4985977931702814,1.7941573005788845,2.222585482476379,100.0,3.232082393248939,True,True,-23.799624538421632,-36.31671909093857,12.517094552516937,-34.904051766741276,5.027479300002279,-28.678121129274366,-27.39866851568222,99.4,-23.908316433429718,-36.370514595508574,12.462198162078856,-35.003608154249186,5.0534511372118445,-28.749683728218077,-27.474428827762605,99.4,25.71039752960205,38.17259569168091,-12.46219816207886,36.80568925042152,5.0534511372118445,44.00294301986694,46.12550501346588,99.4
G+A,10,1,0,6.987130550275218,-0.7906546509075261,7.777785201182744,0.04933921184535992,3.0463870187499125,3.8141866512111564,4.587336989799285,99.7,2.5531178912304995,True,True,-23.474936425685883,-36.31671909093857,12.841782665252687,-34.904051766741276,5.027479300002279,-28.678121129274366,-27.39866851568222,99.7,-23.47491866350174,-36.370514595508574,12.895595932006835,-35.003608154249186,5.0534511372118445,-28.749683728218077,-27.474428827762605,99.7,25.276999759674073,38.17259569168091,-12.895595932006838,36.80568925042152,5.0534511372118445,44.00294301986694,46.12550501346588,99.7
Full,10,1,2,5.480447332772837,-4.613435626136613,10.09388295890945,0.17076553062523062,4.8872635854941775,6.675155794801949,8.1059251706946,86.3,2.0653444984774243,True,False,-34.637419486045836,-49.4017391204834,14.764319634437562,-43.12666501841546,7.521809477644931,-33.30903483510017,-30.38254898309708,87.1,-34.621760880947114,-49.42516988515854,14.803409004211424,-43.19831385917664,7.536858908611702,-33.39799082517624,-30.384073123931888,87.1,36.36109399795532,51.16450300216675,-14.803409004211424,44.93764697618485,7.536858908611702,55.02877411365509,58.28461125850677,87.1
G,10,1,2,1.9193637774789714,-1.3198534587125659,3.2392172361915375,0.05686613914731512,1.6502470490076524,2.2108046676910047,2.8528608983870836,87.1,1.962868067626229,True,False,-34.637419486045836,-49.4017391204834,14.764319634437562,-43.12666501841546,7.521809477644931,-33.30903483510017,-30.38254898309708,87.1,-34.621760880947114,-49.42516988515854,14.803409004211424,-43.19831385917664,7.536858908611702,-33.39799082517624,-30.384073123931888,87.1,36.36109399795532,51.16450300216675,-14.803409004211424,44.93764697618485,7.536858908611702,55.02877411365509,58.28461125850677,87.1
A,10,1,2,1.9378129266900834,-1.308222081788272,3.2460350084783554,0.05717913406284581,1.6526536464915293,2.2061565522853543,2.867036918971739,87.1,1.9641350838207785,True,False,-34.637419486045836,-49.4017391204834,14.764319634437562,-43.12666501841546,7.521809477644931,-33.30903483510017,-30.38254898309708,87.1,-34.621760880947114,-49.42516988515854,14.803409004211424,-43.19831385917664,7.536858908611702,-33.39799082517624,-30.384073123931888,87.1,36.36109399795532,51.16450300216675,-14.803409004211424,44.93764697618485,7.536858908611702,55.02877411365509,58.28461125850677,87.1
C,10,1,2,8.883006229191178,-2.708552015390019,11.591558244581197,-0.0018355065911039646,1.9078727279461636,2.3551591155627123,3.098542044550276,100.0,6.075645442586508,True,True,-39.86949954032898,-49.4017391204834,9.532239580154418,-43.12666501841546,7.521809477644931,-33.30903483510017,-30.38254898309708,65.5,-40.07700923681259,-49.42516988515854,9.348160648345946,-43.19831385917664,7.536858908611702,-33.39799082517624,-30.384073123931888,65.1,41.8163423538208,51.16450300216675,-9.348160648345946,44.93764697618485,7.536858908611702,55.02877411365509,58.28461125850677,65.1
G+C,10,1,2,2.384118553607923,-1.9969914625600715,4.381110016167995,0.0564072624995391,1.6296596914428052,2.151077831396967,2.656129691491205,92.8,2.6883588267985057,True,True,-34.29262138605118,-49.4017391204834,15.109117734432218,-43.12666501841546,7.521809477644931,-33.30903483510017,-30.38254898309708,87.5,-34.31096347570419,-49.42516988515854,15.114206409454347,-43.19831385917664,7.536858908611702,-33.39799082517624,-30.384073123931888,87.6,36.0502965927124,51.16450300216675,-15.114206409454347,44.93764697618485,7.536858908611702,55.02877411365509,58.28461125850677,87.6
A+C,10,1,2,2.3950712077452962,-1.9853600856357767,4.380431293381073,0.05672025741506973,1.6299068532396468,2.1269900772377968,2.648252241321295,93.0,2.6875347414328674,True,True,-34.29262138605118,-49.4017391204834,15.109117734432218,-43.12666501841546,7.521809477644931,-33.30903483510017,-30.38254898309708,87.5,-34.31096347570419,-49.42516988515854,15.114206409454347,-43.19831385917664,7.536858908611702,-33.39799082517624,-30.384073123931888,87.6,36.0502965927124,51.16450300216675,-15.114206409454347,44.93764697618485,7.536858908611702,55.02877411365509,58.28461125850677,87.6
G+A,10,1,2,3.857176704169054,-2.6280755405008387,6.485252244669892,0.11404527321016074,3.3028767674923047,4.417587173074536,5.719897817358823,87.1,1.963516262095904,True,False,-34.637419486045836,-49.4017391204834,14.764319634437562,-43.12666501841546,7.521809477644931,-33.30903483510017,-30.38254898309708,87.1,-34.621760880947114,-49.42516988515854,14.803409004211424,-43.19831385917664,7.536858908611702,-33.39799082517624,-30.384073123931888,87.1,36.36109399795532,51.16450300216675,-14.803409004211424,44.93764697618485,7.536858908611702,55.02877411365509,58.28461125850677,87.1
