protocol,candidate,round,source_replicate,heldout_replicate,functional_percentile,heldout_G,baseline_G,G_vs_baseline,random_G_mean,random_G_std,random_G_p90,random_G_p95,G_quality_percentile,heldout_A,baseline_A,A_vs_baseline,random_A_mean,random_A_std,random_A_p90,random_A_p95,A_quality_percentile,heldout_adapted_loss,baseline_adapted_loss,adapted_loss_vs_baseline,random_adapted_loss_mean,random_adapted_loss_std,random_adapted_loss_p90,random_adapted_loss_p95,adapted_loss_quality_percentile,source_replicates
P1_32_64,Full,40,0,2,99.53333333333335,-121.73385219573974,-151.13417481184007,29.400322616100325,-146.84619489881396,10.631756113320575,-132.32470671415328,-129.10171017527583,99.6,-122.09672826528549,-151.4224965453148,29.32576828002931,-147.14271769781112,10.63955178654853,-132.60853759527205,-129.3790708422661,99.5,123.50763244628907,152.83340072631836,-29.325768280029294,148.5536218788147,10.63955178654853,162.19889598846436,165.75090633392335,99.5,
P1_32_64,Full,40,1,0,99.5,-178.9683189034462,-222.08926066160203,43.12094175815582,-215.37804277801513,16.446391344034893,-194.4872622525692,-189.100288875103,99.5,-179.2739011526108,-222.39474198818206,43.12084083557127,-215.65597953701018,16.450259500379467,-194.7106313085556,-189.3862590932846,99.5,180.75098762512206,223.87182846069337,-43.1208408355713,217.13306600952149,16.450259500379467,239.33508193969726,245.49512071609496,99.5,
P1_32_64,Full,40,1,2,79.13333333333334,-137.73379199504853,-151.13417481184007,13.400382816791534,-146.84619489881396,10.631756113320575,-132.32470671415328,-129.10171017527583,79.4,-138.06879514455795,-151.4224965453148,13.353701400756847,-147.14271769781112,10.63955178654853,-132.60853759527205,-129.3790708422661,79.0,139.4796993255615,152.83340072631836,-13.353701400756847,148.5536218788147,10.63955178654853,162.19889598846436,165.75090633392335,79.0,
P1_32_64,Full,40,2,0,60.333333333333336,-210.03444956541063,-222.08926066160203,12.0548110961914,-215.37804277801513,16.446391344034893,-194.4872622525692,-189.100288875103,60.4,-210.32535417079924,-222.39474198818206,12.069387817382818,-215.65597953701018,16.450259500379467,-194.7106313085556,-189.3862590932846,60.3,211.80244064331055,223.87182846069337,-12.069387817382818,217.13306600952149,16.450259500379467,239.33508193969726,245.49512071609496,60.3,
P1_32_64,Full,40,2,1,98.06666666666666,-187.33150027990342,-240.26367204189302,52.93217176198959,-219.51510912668704,15.887585911568683,-199.25430466175078,-193.79934605777265,98.0,-187.58782648444176,-240.5425722539425,52.95474576950073,-219.79129515566825,15.893047480079415,-199.55082479834556,-194.0913161790371,98.1,189.0510968208313,242.00584259033204,-52.95474576950073,221.2545654920578,15.893047480079415,242.4876146888733,247.11346847057342,98.1,
P1_32_64,G,1,0,1,95.3,0.35602340698242185,0.2083522081375122,0.14767119884490965,0.1962474710226059,0.06447691085799,0.27902970075607303,0.2972309410572052,99.7,0.24968647956848145,0.17706019878387452,0.07262628078460692,0.17431679924726484,0.05281350977896962,0.24283145904541015,0.2543908059597015,93.1,2.3792538166046144,2.451880097389221,-0.07262628078460676,2.454623496925831,0.05281350977896962,2.5258788239955905,2.5440246391296384,93.1,
P1_32_64,G,1,0,2,92.7,0.5845707416534424,0.5399685144424439,0.04460222721099849,0.4688989337921142,0.04489266512388591,0.5287628459930419,0.5410184377431869,99.7,0.48800110816955566,0.5040160655975342,-0.016014957427978538,0.444875549519062,0.03269360726957552,0.48920531392097477,0.5023177909851074,89.2,2.115225577354431,2.0992106199264526,0.016014957427978427,2.158351136004925,0.03269360726957552,2.1994178992509843,2.2083054411411283,89.2,
P1_32_64,G,1,1,0,99.60000000000001,0.4406665086746216,0.3400955438613892,0.10057096481323241,0.2767018506407738,0.06212466293402509,0.3591802287101745,0.37557784736156463,100.0,0.35118465423583983,0.2951464056968689,0.056038248538970936,0.25033312149047854,0.04969646349081962,0.31358725666999815,0.3264360547065735,99.4,2.263053297996521,2.3190915465354918,-0.05603824853897077,2.3639048307418826,0.04969646349081962,2.4341248083114624,2.4471075850725175,99.4,
P1_32_64,G,1,1,2,96.16666666666667,0.5818176507949829,0.5399685144424439,0.04184913635253906,0.4688989337921142,0.04489266512388591,0.5287628459930419,0.5410184377431869,99.7,0.5007559776306152,0.5040160655975342,-0.003260087966919012,0.444875549519062,0.03269360726957552,0.48920531392097477,0.5023177909851074,94.4,2.1024707078933718,2.0992106199264526,0.003260087966919123,2.158351136004925,0.03269360726957552,2.1994178992509843,2.2083054411411283,94.4,
P1_32_64,G,1,2,0,61.26666666666667,0.32258049249649046,0.3400955438613892,-0.017515051364898726,0.2767018506407738,0.06212466293402509,0.3591802287101745,0.37557784736156463,74.2,0.2608931541442871,0.2951464056968689,-0.0342532515525818,0.25033312149047854,0.04969646349081962,0.31358725666999815,0.3264360547065735,54.8,2.3533447980880737,2.3190915465354918,0.034253251552581965,2.3639048307418826,0.04969646349081962,2.4341248083114624,2.4471075850725175,54.8,
