candidate,round,source_replicate,heldout_replicate,cross_score,baseline_score,cross_minus_baseline,random_mean,random_std,random_p90,random_p95,cross_percentile,cross_minus_baseline_random_std,cross_above_baseline,cross_above_random_p90,heldout_G,baseline_G,G_vs_baseline,random_G_mean,random_G_std,random_G_p90,random_G_p95,G_quality_percentile,heldout_A,baseline_A,A_vs_baseline,random_A_mean,random_A_std,random_A_p90,random_A_p95,A_quality_percentile,heldout_adapted_loss,baseline_adapted_loss,adapted_loss_vs_baseline,random_adapted_loss_mean,random_adapted_loss_std,random_adapted_loss_p90,random_adapted_loss_p95,adapted_loss_quality_percentile
A,5,0,1,2.002939525488838,-0.24180232360395948,2.2447418490927973,0.016894095448077386,0.9978018621161661,1.3022064440962957,1.5208975670338187,99.5,2.249686971251072,True,True,-24.73064888715744,-35.51181265115738,10.781163763999938,-34.32023473293782,4.800616686313081,-28.119022883176804,-27.025697565674783,99.5,-24.67587834596634,-35.508576369285585,10.832698023319246,-34.260156561708456,4.815202364484993,-28.0574831700325,-27.002121326923373,99.5,27.27537612915039,38.108074152469634,-10.832698023319242,36.859654344892505,4.815202364484993,43.59538792252541,45.28136474370956,99.5
C,5,0,1,5.593621876977621,2.1363499724486044,3.4572719045290166,-0.05681892205232973,1.6906890876013492,2.0666375638883188,2.6756184902903426,100.0,2.0448892288256215,True,True,-38.71048709154129,-35.51181265115738,-3.198674440383911,-34.32023473293782,4.800616686313081,-28.119022883176804,-27.025697565674783,19.2,-38.77411403656006,-35.508576369285585,-3.2655376672744723,-34.260156561708456,4.815202364484993,-28.0574831700325,-27.002121326923373,18.9,41.37361181974411,38.108074152469634,3.2655376672744794,36.859654344892505,4.815202364484993,43.59538792252541,45.28136474370956,18.9
G+C,5,0,1,2.048833775083946,0.3034986364973786,1.7453351385865674,0.0023094279864116062,0.9411027476379504,1.1791927149715171,1.4455537040687358,99.6,1.854563853911955,True,True,-29.681514716148378,-35.51181265115738,5.830297935009,-34.32023473293782,4.800616686313081,-28.119022883176804,-27.025697565674783,81.7,-29.744466817379,-35.508576369285585,5.764109551906586,-34.260156561708456,4.815202364484993,-28.0574831700325,-27.002121326923373,81.2,32.34396460056305,38.108074152469634,-5.764109551906586,36.859654344892505,4.815202364484993,43.59538792252541,45.28136474370956,81.2
A+C,5,0,1,2.0229980513671406,0.2922851695081916,1.730712881858949,0.002689364934995032,0.9404870855409084,1.189266025574279,1.4380816597710184,99.5,1.840230353470035,True,True,-29.681514716148378,-35.51181265115738,5.830297935009,-34.32023473293782,4.800616686313081,-28.119022883176804,-27.025697565674783,81.7,-29.744466817379,-35.508576369285585,5.764109551906586,-34.260156561708456,4.815202364484993,-28.0574831700325,-27.002121326923373,81.2,32.34396460056305,38.108074152469634,-5.764109551906586,36.859654344892505,4.815202364484993,43.59538792252541,45.28136474370956,81.2
G+A,5,0,1,4.008090381561633,-0.47239118021873105,4.480481561780364,0.03340825394757163,1.9932940600808242,2.605592754083489,3.0649722862916815,99.5,2.2477775113616145,True,True,-24.73064888715744,-35.51181265115738,10.781163763999938,-34.32023473293782,4.800616686313081,-28.119022883176804,-27.025697565674783,99.5,-24.67587834596634,-35.508576369285585,10.832698023319246,-34.260156561708456,4.815202364484993,-28.0574831700325,-27.002121326923373,99.5,27.27537612915039,38.108074152469634,-10.832698023319242,36.859654344892505,4.815202364484993,43.59538792252541,45.28136474370956,99.5
Full,5,0,2,8.150655028139457,-0.26720418625204934,8.417859214391507,-0.05607191664141688,3.1212598562319127,3.6351958897243564,4.51039148286198,99.9,2.6969427737919336,True,True,-29.7281468719244,-45.25590515434742,15.527758282423015,-44.159549302987756,5.644397814027463,-37.2113358399272,-35.757369974777106,99.9,-29.707264193892478,-45.298421719670294,15.591157525777817,-44.109031551568215,5.651084362109205,-37.144081676006316,-35.710787730738524,99.9,32.250522622466086,47.8416801482439,-15.591157525777817,46.65228998014182,5.651084362109205,53.97130690872669,56.54946277678013,99.9
G,5,0,2,2.7931815750593563,-0.21976744921504598,3.0129490242744024,-0.015762382668971855,1.050284677402096,1.2771305664132933,1.5476781287834942,99.9,2.8686974961179126,True,True,-29.06383527815342,-45.25590515434742,16.192069876193997,-44.159549302987756,5.644397814027463,-37.2113358399272,-35.757369974777106,99.9,-28.998016026616096,-45.298421719670294,16.3004056930542,-44.109031551568215,5.651084362109205,-37.144081676006316,-35.710787730738524,99.9,31.541274455189704,47.8416801482439,-16.3004056930542,46.65228998014182,5.651084362109205,53.97130690872669,56.54946277678013,99.9
A,5,0,2,2.7961339006107044,-0.23687733840938496,3.033011239020089,-0.01556789278185764,1.0514954477624674,1.280398088039854,1.547090630954235,99.9,2.8844739608470906,True,True,-29.06383527815342,-45.25590515434742,16.192069876193997,-44.159549302987756,5.644397814027463,-37.2113358399272,-35.757369974777106,99.9,-28.998016026616096,-45.298421719670294,16.3004056930542,-44.109031551568215,5.651084362109205,-37.144081676006316,-35.710787730738524,99.9,31.541274455189704,47.8416801482439,-16.3004056930542,46.65228998014182,5.651084362109205,53.97130690872669,56.54946277678013,99.9
C,5,0,2,5.458609862710516,1.6808201438361137,3.777789718874403,-0.03378900743241011,1.800168741432501,2.261629724188692,2.678757213403318,100.0,2.0985753345923515,True,True,-46.447833022475244,-45.25590515434742,-1.1919278681278271,-44.159549302987756,5.644397814027463,-37.2113358399272,-35.757369974777106,33.5,-46.50003392398357,-45.298421719670294,-1.2016122043132782,-44.109031551568215,5.651084362109205,-37.144081676006316,-35.710787730738524,32.8,49.04329235255718,47.8416801482439,1.2016122043132782,46.65228998014182,5.651084362109205,53.97130690872669,56.54946277678013,32.8
G+C,5,0,2,3.505475036467995,0.2004375867439827,3.3050374497240123,-0.02420963452707434,1.0783680410607739,1.3123645963451844,1.6249812843491536,100.0,3.064851074845373,True,True,-33.14732583463192,-45.25590515434742,12.108579319715496,-44.159549302987756,5.644397814027463,-37.2113358399272,-35.757369974777106,98.7,-33.18913118541241,-45.298421719670294,12.109290534257887,-44.109031551568215,5.651084362109205,-37.144081676006316,-35.710787730738524,98.6,35.732389613986015,47.8416801482439,-12.109290534257887,46.65228998014182,5.651084362109205,53.97130690872669,56.54946277678013,98.6
A+C,5,0,2,3.488425845738856,0.18332769754964362,3.3050981481892125,-0.024015144639960077,1.076461220911839,1.3068139361164726,1.6157166569714516,100.0,3.0703364728638904,True,True,-33.14732583463192,-45.25590515434742,12.108579319715496,-44.159549302987756,5.644397814027463,-37.2113358399272,-35.757369974777106,98.7,-33.18913118541241,-45.298421719670294,12.109290534257887,-44.109031551568215,5.651084362109205,-37.144081676006316,-35.710787730738524,98.6,35.732389613986015,47.8416801482439,-12.109290534257887,46.65228998014182,5.651084362109205,53.97130690872669,56.54946277678013,98.6
G+A,5,0,2,5.589315475670061,-0.4566447876244317,6.045960263294493,-0.031330275450829455,2.101747573318162,2.558757145455998,3.0825948737363777,99.9,2.876634825251328,True,True,-29.06383527815342,-45.25590515434742,16.192069876193997,-44.159549302987756,5.644397814027463,-37.2113358399272,-35.757369974777106,99.9,-28.998016026616096,-45.298421719670294,16.3004056930542,-44.109031551568215,5.651084362109205,-37.144081676006316,-35.710787730738524,99.9,31.541274455189704,47.8416801482439,-16.3004056930542,46.65228998014182,5.651084362109205,53.97130690872669,56.54946277678013,99.9
Full,5,1,0,1.6976994351333063,-0.9827724242814083,2.6804718594147148,0.07424580260086067,2.766758565430814,3.632001907833227,4.565298909059809,69.5,0.968813069888278,True,False,-47.57393206357956,-52.119621229171756,4.545689165592194,-49.37963100306988,5.739316388156978,-41.93401549577713,-40.07645780682564,60.5,-47.49611302614212,-52.1607613325119,4.664648306369784,-49.32374354176522,5.749565770462318,-41.86106688261032,-40.015119299292564,60.6,50.01746143102646,54.68210973739624,-4.664648306369777,51.84509194664955,5.749565770462318,59.5672526204586,61.0107667440176,60.6
G,5,1,0,0.5099816946222165,-0.42496722551691163,0.9349489201391281,0.025579661823297222,0.9437373569845108,1.2498901937317461,1.555335383586539,67.7,0.9906876242840869,True,False,-46.43375151157379,-52.119621229171756,5.685869717597967,-49.37963100306988,5.739316388156978,-41.93401549577713,-40.07645780682564,67.7,-46.29830708503723,-52.1607613325119,5.862454247474673,-49.32374354176522,5.749565770462318,-41.86106688261032,-40.015119299292564,68.0,48.81965548992157,54.68210973739624,-5.862454247474666,51.84509194664955,5.749565770462318,59.5672526204586,61.0107667440176,68.0
A,5,1,0,0.5225111913851017,-0.44117258203812726,0.963683773423229,0.0251829568615241,0.9451269047619294,1.2519149873638935,1.5553561158638616,68.0,1.0196342613545362,True,False,-46.43375151157379,-52.119621229171756,5.685869717597967,-49.37963100306988,5.739316388156978,-41.93401549577713,-40.07645780682564,67.7,-46.29830708503723,-52.1607613325119,5.862454247474673,-49.32374354176522,5.749565770462318,-41.86106688261032,-40.015119299292564,68.0,48.81965548992157,54.68210973739624,-5.862454247474666,51.84509194664955,5.749565770462318,59.5672526204586,61.0107667440176,68.0
C,5,1,0,6.624087856670097,1.2849788326820923,5.339109023988005,-0.0067445410722689805,1.8036004873648563,2.2711589813207143,2.9336793869902236,100.0,2.9602503777256626,True,True,-57.34277429580688,-52.119621229171756,-5.223153066635128,-49.37963100306988,5.739316388156978,-41.93401549577713,-40.07645780682564,9.4,-57.424009919166565,-52.1607613325119,-5.263248586654662,-49.32374354176522,5.749565770462318,-41.86106688261032,-40.015119299292564,8.7,59.9453583240509,54.68210973739624,5.263248586654662,51.84509194664955,5.749565770462318,59.5672526204586,61.0107667440176,8.7
G+C,5,1,0,2.7486112825705735,-0.10372251734638846,2.852333799916962,0.02389352655522991,0.9506645667307447,1.2289167428967058,1.544075622892288,100.0,3.0003577494487854,True,True,-36.68151594400406,-52.119621229171756,15.438105285167694,-49.37963100306988,5.739316388156978,-41.93401549577713,-40.07645780682564,99.2,-36.70807101726532,-52.1607613325119,15.452690315246585,-49.32374354176522,5.749565770462318,-41.86106688261032,-40.015119299292564,99.2,39.22941942214966,54.68210973739624,-15.452690315246578,51.84509194664955,5.749565770462318,59.5672526204586,61.0107667440176,99.2
A+C,5,1,0,1.1665014550348998,-0.11992787386760426,1.286429328902504,0.023496821593456917,0.9494929537470099,1.224848458298877,1.5387867026905733,89.1,1.3548592686505285,True,False,-46.797247684001924,-52.119621229171756,5.322373545169832,-49.37963100306988,5.739316388156978,-41.93401549577713,-40.07645780682564,65.7,-46.745993685722354,-52.1607613325119,5.414767646789549,-49.32374354176522,5.749565770462318,-41.86106688261032,-40.015119299292564,65.6,49.26734209060669,54.68210973739624,-5.414767646789549,51.84509194664955,5.749565770462318,59.5672526204586,61.0107667440176,65.6
G+A,5,1,0,1.0324928860073177,-0.866139807555038,1.8986326935623556,0.05076261868482131,1.8888436207792132,2.501161864308695,3.105837417478644,67.9,1.0051825744997906,True,False,-46.43375151157379,-52.119621229171756,5.685869717597967,-49.37963100306988,5.739316388156978,-41.93401549577713,-40.07645780682564,67.7,-46.29830708503723,-52.1607613325119,5.862454247474673,-49.32374354176522,5.749565770462318,-41.86106688261032,-40.015119299292564,68.0,48.81965548992157,54.68210973739624,-5.862454247474666,51.84509194664955,5.749565770462318,59.5672526204586,61.0107667440176,68.0
Full,5,1,2,3.409486388876205,-0.26720418625204934,3.676690575128254,-0.05607191664141688,3.1212598562319127,3.6351958897243564,4.51039148286198,87.1,1.1779508097627205,True,False,-39.179807126522064,-45.25590515434742,6.076098027825353,-44.159549302987756,5.644397814027463,-37.2113358399272,-35.757369974777106,79.3,-39.13066263198853,-45.298421719670294,6.167759087681766,-44.109031551568215,5.651084362109205,-37.144081676006316,-35.710787730738524,79.2,41.67392106056214,47.8416801482439,-6.167759087681766,46.65228998014182,5.651084362109205,53.97130690872669,56.54946277678013,79.2
G,5,1,2,0.7208915808549254,-0.21976744921504598,0.9406590300699714,-0.015762382668971855,1.050284677402096,1.2771305664132933,1.5476781287834942,73.4,0.8956229204416405,True,False,-40.20065310001373,-45.25590515434742,5.055252054333685,-44.159549302987756,5.644397814027463,-37.2113358399272,-35.757369974777106,73.4,-40.09421757459641,-45.298421719670294,5.204204145073888,-44.109031551568215,5.651084362109205,-37.144081676006316,-35.710787730738524,73.9,42.637476003170015,47.8416801482439,-5.204204145073888,46.65228998014182,5.651084362109205,53.97130690872669,56.54946277678013,73.9
A,5,1,2,0.7314672512525753,-0.23687733840938496,0.9683445896619602,-0.01556789278185764,1.0514954477624674,1.280398088039854,1.547090630954235,73.9,0.9209213332521332,True,False,-40.20065310001373,-45.25590515434742,5.055252054333685,-44.159549302987756,5.644397814027463,-37.2113358399272,-35.757369974777106,73.4,-40.09421757459641,-45.298421719670294,5.204204145073888,-44.109031551568215,5.651084362109205,-37.144081676006316,-35.710787730738524,73.9,42.637476003170015,47.8416801482439,-5.204204145073888,46.65228998014182,5.651084362109205,53.97130690872669,56.54946277678013,73.9
C,5,1,2,5.031313498396197,1.6808201438361137,3.3504933545600837,-0.03378900743241011,1.800168741432501,2.261629724188692,2.678757213403318,99.9,1.8612107173319195,True,True,-52.23294648826122,-45.25590515434742,-6.977041333913803,-44.159549302987756,5.644397814027463,-37.2113358399272,-35.757369974777106,7.9,-52.31390912234783,-45.298421719670294,-7.015487402677536,-44.109031551568215,5.651084362109205,-37.144081676006316,-35.710787730738524,7.8,54.85716755092144,47.8416801482439,7.015487402677536,46.65228998014182,5.651084362109205,53.97130690872669,56.54946277678013,7.8
G+C,5,1,2,3.2234675274420557,0.2004375867439827,3.023029940698073,-0.02420963452707434,1.0783680410607739,1.3123645963451844,1.6249812843491536,99.9,2.803337845328173,True,True,-30.788581082224844,-45.25590515434742,14.467324072122572,-44.159549302987756,5.644397814027463,-37.2113358399272,-35.757369974777106,99.8,-30.830210563540458,-45.298421719670294,14.468211156129836,-44.109031551568215,5.651084362109205,-37.144081676006316,-35.710787730738524,99.8,33.37346899211407,47.8416801482439,-14.468211156129833,46.65228998014182,5.651084362109205,53.97130690872669,56.54946277678013,99.8
A+C,5,1,2,1.267124305668429,0.18332769754964362,1.0837966081187853,-0.024015144639960077,1.076461220911839,1.3068139361164726,1.6157166569714516,89.4,1.0068143534243925,True,False,-40.591197058558464,-45.25590515434742,4.664708095788953,-44.159549302987756,5.644397814027463,-37.2113358399272,-35.757369974777106,71.7,-40.56513945758343,-45.298421719670294,4.733282262086867,-44.109031551568215,5.651084362109205,-37.144081676006316,-35.710787730738524,71.3,43.108397886157036,47.8416801482439,-4.733282262086867,46.65228998014182,5.651084362109205,53.97130690872669,56.54946277678013,71.3
G+A,5,1,2,1.452358832107501,-0.4566447876244317,1.9090036197319327,-0.031330275450829455,2.101747573318162,2.558757145455998,3.0825948737363777,73.7,0.908293481085394,True,False,-40.20065310001373,-45.25590515434742,5.055252054333685,-44.159549302987756,5.644397814027463,-37.2113358399272,-35.757369974777106,73.4,-40.09421757459641,-45.298421719670294,5.204204145073888,-44.109031551568215,5.651084362109205,-37.144081676006316,-35.710787730738524,73.9,42.637476003170015,47.8416801482439,-5.204204145073888,46.65228998014182,5.651084362109205,53.97130690872669,56.54946277678013,73.9
Full,5,2,0,8.701094131909427,-0.9827724242814083,9.683866556190836,0.07424580260086067,2.766758565430814,3.632001907833227,4.565298909059809,100.0,3.5000764711405,True,True,-32.693566703796385,-52.119621229171756,19.42605452537537,-49.37963100306988,5.739316388156978,-41.93401549577713,-40.07645780682564,100.0,-32.70384044647217,-52.1607613325119,19.456920886039732,-49.32374354176522,5.749565770462318,-41.86106688261032,-40.015119299292564,100.0,35.225188851356506,54.68210973739624,-19.456920886039732,51.84509194664955,5.749565770462318,59.5672526204586,61.0107667440176,100.0
G,5,2,0,2.769331906039051,-0.42496722551691163,3.1942991315559626,0.025579661823297222,0.9437373569845108,1.2498901937317461,1.555335383586539,100.0,3.3847331653401844,True,True,-32.693566703796385,-52.119621229171756,19.42605452537537,-49.37963100306988,5.739316388156978,-41.93401549577713,-40.07645780682564,100.0,-32.70384044647217,-52.1607613325119,19.456920886039732,-49.32374354176522,5.749565770462318,-41.86106688261032,-40.015119299292564,100.0,35.225188851356506,54.68210973739624,-19.456920886039732,51.84509194664955,5.749565770462318,59.5672526204586,61.0107667440176,100.0
A,5,2,0,2.757201025181571,-0.44117258203812726,3.198373607219698,0.0251829568615241,0.9451269047619294,1.2519149873638935,1.5553561158638616,100.0,3.3840678866562848,True,True,-32.693566703796385,-52.119621229171756,19.42605452537537,-49.37963100306988,5.739316388156978,-41.93401549577713,-40.07645780682564,100.0,-32.70384044647217,-52.1607613325119,19.456920886039732,-49.32374354176522,5.749565770462318,-41.86106688261032,-40.015119299292564,100.0,35.225188851356506,54.68210973739624,-19.456920886039732,51.84509194664955,5.749565770462318,59.5672526204586,61.0107667440176,100.0
C,5,2,0,4.578232304737087,1.2849788326820923,3.2932534720549946,-0.0067445410722689805,1.8036004873648563,2.2711589813207143,2.9336793869902236,99.7,1.8259329020622468,True,True,-45.01096096038818,-52.119621229171756,7.108660268783574,-49.37963100306988,5.739316388156978,-41.93401549577713,-40.07645780682564,76.6,-45.12575242519379,-52.1607613325119,7.035008907318115,-49.32374354176522,5.749565770462318,-41.86106688261032,-40.015119299292564,75.7,47.647100830078124,54.68210973739624,-7.035008907318115,51.84509194664955,5.749565770462318,59.5672526204586,61.0107667440176,75.7
G+C,5,2,0,3.459186183008004,-0.10372251734638846,3.5629087003543924,0.02389352655522991,0.9506645667307447,1.2289167428967058,1.544075622892288,100.0,3.7478084542552534,True,True,-32.6980153799057,-52.119621229171756,19.421605849266058,-49.37963100306988,5.739316388156978,-41.93401549577713,-40.07645780682564,100.0,-32.74170830249786,-52.1607613325119,19.41905303001404,-49.32374354176522,5.749565770462318,-41.86106688261032,-40.015119299292564,100.0,35.263056707382205,54.68210973739624,-19.419053030014034,51.84509194664955,5.749565770462318,59.5672526204586,61.0107667440176,100.0
A+C,5,2,0,3.4415620090164993,-0.11992787386760426,3.5614898828841035,0.023496821593456917,0.9494929537470099,1.224848458298877,1.5387867026905733,100.0,3.7509387182172325,True,True,-32.6980153799057,-52.119621229171756,19.421605849266058,-49.37963100306988,5.739316388156978,-41.93401549577713,-40.07645780682564,100.0,-32.74170830249786,-52.1607613325119,19.41905303001404,-49.32374354176522,5.749565770462318,-41.86106688261032,-40.015119299292564,100.0,35.263056707382205,54.68210973739624,-19.419053030014034,51.84509194664955,5.749565770462318,59.5672526204586,61.0107667440176,100.0
G+A,5,2,0,5.526532931220624,-0.866139807555038,6.392672738775662,0.05076261868482131,1.8888436207792132,2.501161864308695,3.105837417478644,100.0,3.3844372654515804,True,True,-32.693566703796385,-52.119621229171756,19.42605452537537,-49.37963100306988,5.739316388156978,-41.93401549577713,-40.07645780682564,100.0,-32.70384044647217,-52.1607613325119,19.456920886039732,-49.32374354176522,5.749565770462318,-41.86106688261032,-40.015119299292564,100.0,35.225188851356506,54.68210973739624,-19.456920886039732,51.84509194664955,5.749565770462318,59.5672526204586,61.0107667440176,100.0
Full,5,2,1,6.143656028219938,-0.19725187766784913,6.3409079058877875,0.03650616467548892,2.8776871631485275,3.618080858152354,4.425873748622379,99.9,2.2034736739590866,True,True,-24.502272880077363,-35.51181265115738,11.009539771080014,-34.32023473293782,4.800616686313081,-28.119022883176804,-27.025697565674783,99.5,-24.499868667125703,-35.508576369285585,11.008707702159882,-34.260156561708456,4.815202364484993,-28.0574831700325,-27.002121326923373,99.5,27.099366450309752,38.108074152469634,-11.008707702159882,36.859654344892505,4.815202364484993,43.59538792252541,45.28136474370956,99.5
G,5,2,1,2.05251024320676,-0.2305888566147729,2.283099099821533,0.016514158499494048,0.9955260494993825,1.3024880944111772,1.5292160140248492,99.5,2.293359476599963,True,True,-24.502272880077363,-35.51181265115738,11.009539771080014,-34.32023473293782,4.800616686313081,-28.119022883176804,-27.025697565674783,99.5,-24.499868667125703,-35.508576369285585,11.008707702159882,-34.260156561708456,4.815202364484993,-28.0574831700325,-27.002121326923373,99.5,27.099366450309752,38.108074152469634,-11.008707702159882,36.859654344892505,4.815202364484993,43.59538792252541,45.28136474370956,99.5
A,5,2,1,2.039412091334249,-0.24180232360395948,2.2812144149382085,0.016894095448077386,0.9978018621161661,1.3022064440962957,1.5208975670338187,99.5,2.2862398854419306,True,True,-24.502272880077363,-35.51181265115738,11.009539771080014,-34.32023473293782,4.800616686313081,-28.119022883176804,-27.025697565674783,99.5,-24.499868667125703,-35.508576369285585,11.008707702159882,-34.260156561708456,4.815202364484993,-28.0574831700325,-27.002121326923373,99.5,27.099366450309752,38.108074152469634,-11.008707702159882,36.859654344892505,4.815202364484993,43.59538792252541,45.28136474370956,99.5
C,5,2,1,4.539878963857599,2.1363499724486044,2.4035289914089946,-0.05681892205232973,1.6906890876013492,2.0666375638883188,2.6756184902903426,100.0,1.4216268437734942,True,True,-34.30603903532028,-35.51181265115738,1.2057736158370957,-34.32023473293782,4.800616686313081,-28.119022883176804,-27.025697565674783,47.3,-34.4218155503273,-35.508576369285585,1.0867608189582825,-34.260156561708456,4.815202364484993,-28.0574831700325,-27.002121326923373,46.3,37.02131333351135,38.108074152469634,-1.0867608189582825,36.859654344892505,4.815202364484993,43.59538792252541,45.28136474370956,46.3
G+C,5,2,1,2.2916482742487214,0.3034986364973786,1.9881496377513428,0.0023094279864116062,0.9411027476379504,1.1791927149715171,1.4455537040687358,99.9,2.1125744694097945,True,True,-24.87921185493469,-35.51181265115738,10.632600796222686,-34.32023473293782,4.800616686313081,-28.119022883176804,-27.025697565674783,99.4,-24.915170037746428,-35.508576369285585,10.593406331539157,-34.260156561708456,4.815202364484993,-28.0574831700325,-27.002121326923373,99.2,27.51466782093048,38.108074152469634,-10.593406331539153,36.859654344892505,4.815202364484993,43.59538792252541,45.28136474370956,99.2
A+C,5,2,1,2.2706593251836846,0.2922851695081916,1.978374155675493,0.002689364934995032,0.9404870855409084,1.189266025574279,1.4380816597710184,99.9,2.10356334083807,True,True,-24.87921185493469,-35.51181265115738,10.632600796222686,-34.32023473293782,4.800616686313081,-28.119022883176804,-27.025697565674783,99.4,-24.915170037746428,-35.508576369285585,10.593406331539157,-34.260156561708456,4.815202364484993,-28.0574831700325,-27.002121326923373,99.2,27.51466782093048,38.108074152469634,-10.593406331539153,36.859654344892505,4.815202364484993,43.59538792252541,45.28136474370956,99.2
G+A,5,2,1,4.09192233454101,-0.47239118021873105,4.564313514759741,0.03340825394757163,1.9932940600808242,2.605592754083489,3.0649722862916815,99.5,2.289834503683148,True,True,-24.502272880077363,-35.51181265115738,11.009539771080014,-34.32023473293782,4.800616686313081,-28.119022883176804,-27.025697565674783,99.5,-24.499868667125703,-35.508576369285585,11.008707702159882,-34.260156561708456,4.815202364484993,-28.0574831700325,-27.002121326923373,99.5,27.099366450309752,38.108074152469634,-11.008707702159882,36.859654344892505,4.815202364484993,43.59538792252541,45.28136474370956,99.5
Full,10,0,1,8.918008786403636,-0.15090357192298498,9.068912358326621,-0.23703431268112973,4.013555640625116,5.270922739640823,6.700193538458459,98.9,2.259570607800052,True,True,-39.809549558162686,-61.226868307590486,21.4173187494278,-61.84338293303251,9.376965510007318,-48.62209963917732,-45.277504914999014,99.0,-39.80146400928497,-61.182246279716495,21.380782270431524,-61.89849750156402,9.378650728838162,-48.680097270011906,-45.42084902048112,99.0,41.69068765640259,63.071469926834105,-21.380782270431517,63.78772114868165,9.378650728838162,75.42211598873139,77.54039288043975,99.0
G,10,0,1,3.0540231969782976,0.007012373642111713,3.047010823336186,-0.08069826644522851,1.3340472602251279,1.8002744998515314,2.2761051322231336,99.0,2.284035141919924,True,True,-39.809549558162686,-61.226868307590486,21.4173187494278,-61.84338293303251,9.376965510007318,-48.62209963917732,-45.277504914999014,99.0,-39.80146400928497,-61.182246279716495,21.380782270431524,-61.89849750156402,9.378650728838162,-48.680097270011906,-45.42084902048112,99.0,41.69068765640259,63.071469926834105,-21.380782270431517,63.78772114868165,9.378650728838162,75.42211598873139,77.54039288043975,99.0
A,10,0,1,3.061866886729403,0.021370742421469746,3.0404961443079332,-0.08048516962319849,1.333709450812704,1.7992634022302572,2.262751202194683,99.0,2.2797290237803955,True,True,-39.809549558162686,-61.226868307590486,21.4173187494278,-61.84338293303251,9.376965510007318,-48.62209963917732,-45.277504914999014,99.0,-39.80146400928497,-61.182246279716495,21.380782270431524,-61.89849750156402,9.378650728838162,-48.680097270011906,-45.42084902048112,99.0,41.69068765640259,63.071469926834105,-21.380782270431517,63.78772114868165,9.378650728838162,75.42211598873139,77.54039288043975,99.0
C,10,0,1,2.8971324882920997,-0.8026297216321432,3.699762209924243,0.01853717204198377,1.9034353379439932,2.381463330568014,3.1502604528264873,93.1,1.9437288654736036,True,True,-54.89424620866775,-61.226868307590486,6.332622098922734,-61.84338293303251,9.376965510007318,-48.62209963917732,-45.277504914999014,76.5,-55.02187445163727,-61.182246279716495,6.160371828079228,-61.89849750156402,9.378650728838162,-48.680097270011906,-45.42084902048112,76.4,56.911098098754884,63.071469926834105,-6.160371828079221,63.78772114868165,9.378650728838162,75.42211598873139,77.54039288043975,76.4
G+C,10,0,1,3.347438433642674,-0.19364505676592425,3.5410834904085986,-0.07606397343473263,1.40205610181236,1.790074144674391,2.2842538942831516,99.4,2.52563608961955,True,True,-40.32936691045761,-61.226868307590486,20.897501397132878,-61.84338293303251,9.376965510007318,-48.62209963917732,-45.277504914999014,98.8,-40.38481628894806,-61.182246279716495,20.797429990768435,-61.89849750156402,9.378650728838162,-48.680097270011906,-45.42084902048112,98.8,42.27403993606568,63.071469926834105,-20.79742999076843,63.78772114868165,9.378650728838162,75.42211598873139,77.54039288043975,98.8
A+C,10,0,1,3.3462790260149626,-0.179286687986566,3.5255657140015284,-0.07585087661270254,1.4002500308316728,1.7869254036329971,2.2757910761682916,99.4,2.517811559630913,True,True,-40.32936691045761,-61.226868307590486,20.897501397132878,-61.84338293303251,9.376965510007318,-48.62209963917732,-45.277504914999014,98.8,-40.38481628894806,-61.182246279716495,20.797429990768435,-61.89849750156402,9.378650728838162,-48.680097270011906,-45.42084902048112,98.8,42.27403993606568,63.071469926834105,-20.79742999076843,63.78772114868165,9.378650728838162,75.42211598873139,77.54039288043975,98.8
G+A,10,0,1,6.115890083707701,0.02838311606358168,6.087506967644119,-0.161183436068427,2.667743870372613,3.5942023723731658,4.538977177260154,99.0,2.2818933388810883,True,True,-39.809549558162686,-61.226868307590486,21.4173187494278,-61.84338293303251,9.376965510007318,-48.62209963917732,-45.277504914999014,99.0,-39.80146400928497,-61.182246279716495,21.380782270431524,-61.89849750156402,9.378650728838162,-48.680097270011906,-45.42084902048112,99.0,41.69068765640259,63.071469926834105,-21.380782270431517,63.78772114868165,9.378650728838162,75.42211598873139,77.54039288043975,99.0
Full,10,0,2,6.049623877549412,-5.357072945313063,11.406696822862475,0.16823929786459757,4.63326652651592,6.313526264022553,7.789296189077135,88.8,2.461912509798994,True,False,-52.35238205194473,-80.46670892238618,28.114326870441445,-67.10043062800169,11.55108383709831,-51.9131004190445,-47.98464555978776,89.0,-52.34338682889938,-80.46341174840927,28.120024919509888,-67.1311521586895,11.55648867185875,-51.9842245221138,-47.99932450294495,89.0,54.241220474243164,82.36124539375305,-28.120024919509888,69.02898580403328,11.55648867185875,84.42916839122772,88.1451096177101,89.0
G,10,0,2,2.054602105050818,-1.7439373610725097,3.7985394661233274,0.06198656697954545,1.560672180910312,2.1139536458863555,2.6447289652648767,89.0,2.433912459378694,True,False,-52.35238205194473,-80.46670892238618,28.114326870441445,-67.10043062800169,11.55108383709831,-51.9131004190445,-47.98464555978776,89.0,-52.34338682889938,-80.46341174840927,28.120024919509888,-67.1311521586895,11.55648867185875,-51.9842245221138,-47.99932450294495,89.0,54.241220474243164,82.36124539375305,-28.120024919509888,69.02898580403328,11.55648867185875,84.42916839122772,88.1451096177101,89.0
